name,rmse,mae,r2,mape
lightgbm,281.70502391563565,150.74693350256118,0.8774732989649816,12.627883015235893
quantile_median,289.0578559177725,152.46459832321028,0.8709936434158392,11.86582786400738
xgboost,290.50459773649607,153.61532023818546,0.8696990516703732,12.835350247715299
random_forest,307.58636199687203,177.80933505028167,0.8539250632356888,14.844894899961893
quantile_upper,386.8666615309309,221.2504043314138,0.7689190376468045,22.578966341046737
mlp,459.6779906220429,279.4688130433516,0.6737511597627972,23.7920753611
quantile_lower,591.3556687209006,315.511058798489,0.4600679786182651,17.819743503249853
