,count,rmse,mae,mape,mean_true,mean_pred,bias,relative_bias
Yes,495,321.50991916096893,216.2386445815476,19.740994005639216,1241.3725454545456,1226.4588160471478,-14.913729407397796,-1.201390304788554
No,462,339.8127653417098,223.5450245981509,20.987360748285646,1211.5260606060606,1200.4085092574971,-11.117551348563438,-0.9176485516953661
