,count,rmse,mae,mape,mean_true,mean_pred,bias,relative_bias
Truck,331,330.9137159172324,221.72721876774602,19.03591707376219,1295.2883081571,1262.5318087172213,-32.75649943987855,-2.5288964034951866
Car,316,330.1092099949179,227.7285138027298,21.893244431167368,1195.4108860759493,1194.2141412055616,-1.196744870387647,-0.1001115921167555
Motorcycle,310,329.8103397092518,208.11456642214273,20.057533982044408,1195.718870967742,1192.3926426800108,-3.3262282877312828,-0.2781781210025761
