,count,rmse,mae,mape,mean_true,mean_pred,bias,relative_bias
Female,336,331.72257285671617,215.16243395246468,19.418986464446796,1227.9598511904762,1211.232207469323,-16.7276437211533,-1.3622305081828423
Other,331,320.58629791379224,217.14074612299024,21.49816926009258,1185.1758610271904,1180.3489065130766,-4.826954514113822,-0.4072774912855808
Male,312,339.8650074955309,228.58882422067296,20.390239370586848,1267.4589102564105,1251.5892151965218,-15.869695059888727,-1.2520875376289904
