,count,rmse,mae,mape,mean_true,mean_pred,bias,relative_bias
Sunny,330,290.11299109439676,138.80985496937146,10.780161585128809,1226.4669393939396,1205.3591,-21.107808534564583,-1.7210254803113598
Snowy,328,313.017289926306,154.0123386718006,12.41124483882193,1166.2481097560976,1158.7101,-7.5380267482851195,-0.6463484643813552
Rainy,299,232.13213217509121,119.82208245625067,9.600754847340944,1237.705551839465,1206.9093,-30.796250081652488,-2.488172573507764
